Folder,Filename,FullPath,IssueType,Details,Width,Height,MeanBrightness,StdDev,LaplacianVar
01.01\2015\K1\1X,01_01-2015_03_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_23-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_25-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_26-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_26-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_30-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_30-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_03_31-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_03_31-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_01-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_01-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_02-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_03-11_44-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_03-11_44-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_05-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_06-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_07-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_08-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_08-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_10-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_11-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_11-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_12-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_12-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_13-11_43-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_13-11_43-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_17-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_17-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_18-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_18-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_23-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_23-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_25-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_26-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_26-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_27-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_28-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_04_29-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_04_29-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_01-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_01-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_02-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_03-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_04-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_05-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_06-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_07-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_09-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_09-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_10-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_11-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_11-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_12-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_12-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_13-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_13-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_14-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_14-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_15-10_02-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_15-10_02-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_17-10_06-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_17-10_06-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_18-10_05-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_18-10_05-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_19-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_19-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_21-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_21-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_24-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_24-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_25-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_25-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_26-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_26-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_27-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_28-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_29-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_29-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_05_30-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_05_30-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_01-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_01-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_02-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_02-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_03-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_03-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_04-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_05-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_05-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_06-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_07-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_07-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_08-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_08-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_10-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_11-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_11-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_12-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_12-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K1\1X,01_01-2015_06_13-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K1\1X\01_01-2015_06_13-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_01_23-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_01_23-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_01_26-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_01_26-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_01_27-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_01_27-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_01_29-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_01_29-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_01_31-11_52-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_01_31-11_52-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_01-11_28-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_01-11_28-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_02-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_02-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_03-10_02-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_03-10_02-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_04-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_04-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_05-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_05-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_06-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_06-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_07-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_07-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_09-10_04-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_09-10_04-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_10-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_10-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_14-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_14-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_15-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_15-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_16-10_25-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_16-10_25-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_18-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_18-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_20-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_20-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_21-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_21-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_23-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_23-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_25-11_27-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_25-11_27-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_26-10_39-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_26-10_39-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_27-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_27-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_02_28-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_02_28-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_01-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_01-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_02-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_02-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_03-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_03-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_04-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_04-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_05-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_05-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_06-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_06-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
01.01\2015\K2\10X,01_01-2015_03_07-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\01.01\2015\K2\10X\01_01-2015_03_07-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
